repo_id,ies_nome,ies_sigla,ies_tipo,ies_categoria,ies_uf,ies_cidade,ies_site_principal,repo_nome,repo_url_home,repo_plataforma,repo_tipo_conteudo,texto_completo_oa,evidencia_oa_url,politica_acesso_url,restricao_login,indexacao_robos,oai_pmh_disponivel,oai_pmh_endpoint,oai_pmh_verificado,outros_endpoints,aparece_oasisbr,aparece_bdtd,aparece_scielo,aparece_opendoar,aparece_roar,camada_metodo,metodo_descoberta,data_verificacao,evidencias_urls,observacoes,status_repo
BR-FED-0020,Universidade Federal de Pelotas,UFPel,Universidade,Pública Federal,RS,Pelotas,https://portal.ufpel.edu.br/,Guaiaca - Repositório Institucional,https://guaiaca.ufpel.edu.br/,DSpace,Misto,Sempre,https://guaiaca.ufpel.edu.br/handle/prefix/6215,,Não,OK,Sim,https://guaiaca.ufpel.edu.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,1,Busca no site da IES,2026-02-11,https://portal.ufpel.edu.br/,,Ativo
BR-FED-0021,Universidade Federal de Pernambuco,UFPE,Universidade,Pública Federal,PE,Recife,https://www.ufpe.br/,Repositório Institucional da UFPE,https://repositorio.ufpe.br/,DSpace,Misto,Sempre,https://repositorio.ufpe.br/handle/123456789/54433,,Não,OK,Sim,https://repositorio.ufpe.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,1,Busca no site da IES,2026-02-11,https://www.ufpe.br/,,Ativo
BR-FED-0022,Universidade Federal de São Paulo,UNIFESP,Universidade,Pública Federal,SP,São Paulo,https://www.unifesp.br/,Repositório Institucional da Unifesp,https://repositorio.unifesp.br/,DSpace,Misto,Sempre,https://repositorio.unifesp.br/handle/11600/66522,,Não,OK,Sim,https://repositorio.unifesp.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,1,Busca no site da IES,2026-02-11,https://www.unifesp.br/,,Ativo
BR-FED-0023,Universidade Federal de São Carlos,UFSCar,Universidade,Pública Federal,SP,São Carlos,https://www.ufscar.br/,Repositório Institucional da UFSCar,https://repositorio.ufscar.br/,DSpace,Misto,Sempre,https://repositorio.ufscar.br/handle/ufscar/18972,,Não,OK,Sim,https://repositorio.ufscar.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,1,Busca no site da IES,2026-02-11,https://www.ufscar.br/,,Ativo
BR-FED-0024,Universidade Federal do Rio Grande do Norte,UFRN,Universidade,Pública Federal,RN,Natal,https://ufrn.br/,Repositório Institucional da UFRN,https://repositorio.ufrn.br/,DSpace,Misto,Sempre,https://repositorio.ufrn.br/handle/123456789/59807,,Não,OK,Sim,https://repositorio.ufrn.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,1,Busca no site da IES,2026-02-11,https://ufrn.br/,,Ativo
BR-EST-0001,Universidade de São Paulo,USP,Universidade,Pública Estadual,SP,São Paulo,https://www5.usp.br/,Repositório Institucional da USP,https://repositorio.usp.br/,DSpace,Misto,Sempre,https://repositorio.usp.br/item/003126789,,Não,OK,Sim,https://repositorio.usp.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,1,Busca no site da IES,2026-02-11,https://www5.usp.br/,,Ativo
BR-EST-0002,Universidade Estadual Paulista,Unesp,Universidade,Pública Estadual,SP,São Paulo,https://www2.unesp.br/,Repositório Institucional da Unesp,https://repositorio.unesp.br/,DSpace,Misto,Sempre,https://repositorio.unesp.br/handle/11449/246747,,Não,OK,Sim,https://repositorio.unesp.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,1,Busca no site da IES,2026-02-11,https://www2.unesp.br/,,Ativo
BR-EST-0003,Universidade Estadual de Campinas,Unicamp,Universidade,Pública Estadual,SP,Campinas,https://www.unicamp.br/,Repositório Institucional da Unicamp,http://repositorio.unicamp.br/,DSpace,Misto,Sempre,http://repositorio.unicamp.br/handle/REPOSIP/366767,,Não,OK,Sim,http://repositorio.unicamp.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,1,Busca no site da IES,2026-02-11,https://www.unicamp.br/,,Ativo
BR-EST-0004,Universidade Estadual do Rio de Janeiro,UERJ,Universidade,Pública Estadual,RJ,Rio de Janeiro,https://www.uerj.br/,BDTD UERJ,https://www.bdtd.uerj.br/,TEDE,Teses/Dissertações,Sempre,https://www.bdtd.uerj.br:8443/handle/1/22372,,Não,OK,Sim,https://www.bdtd.uerj.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,1,Busca no site da IES,2026-02-11,https://www.uerj.br/,,Ativo
BR-EST-0005,Universidade Estadual de Londrina,UEL,Universidade,Pública Estadual,PR,Londrina,https://www.uel.br/,Biblioteca Digital da UEL,https://www.bibliotecadigital.uel.br/,DSpace,Misto,Sempre,https://www.bibliotecadigital.uel.br/document/?code=vtls000253489,,Não,OK,Indefinido,,Não,,Sim,Sim,NA,Sim,Sim,1,Busca no site da IES,2026-02-11,https://www.uel.br/,,Ativo
BR-PRI-0001,Pontifícia Universidade Católica de São Paulo,PUC-SP,Universidade,Privada,SP,São Paulo,https://www.pucsp.br/,Repositório da PUCSP,https://repositorio.pucsp.br/,DSpace,Misto,Sempre,https://repositorio.pucsp.br/handle/handle/24434,,Não,OK,Sim,https://repositorio.pucsp.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,1,Busca no site da IES,2026-02-11,https://www.pucsp.br/,,Ativo
BR-PRI-0002,Pontifícia Universidade Católica do Rio Grande do Sul,PUCRS,Universidade,Privada,RS,Porto Alegre,https://www.pucrs.br/,Repositório Institucional da PUCRS,https://repositorio.pucrs.br/,DSpace,Misto,Sempre,https://repositorio.pucrs.br/dspace/handle/10923/24059,,Não,OK,Sim,https://repositorio.pucrs.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,1,Busca no site da IES,2026-02-11,https://www.pucrs.br/,,Ativo
BR-PRI-0003,Universidade do Vale do Rio dos Sinos,UNISINOS,Universidade,Privada,RS,São Leopoldo,https://www.unisinos.br/,Repositório Digital da Biblioteca da Unisinos,http://www.repositorio.jesuita.org.br/,DSpace,Misto,Sempre,http://www.repositorio.jesuita.org.br/handle/UNISINOS/12345,,Não,OK,Sim,http://www.repositorio.jesuita.org.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,1,Busca no site da IES,2026-02-11,https://www.unisinos.br/,,Ativo
BR-PRI-0004,Universidade Presbiteriana Mackenzie,Mackenzie,Universidade,Privada,SP,São Paulo,https://www.mackenzie.br/,DSpace Mackenzie,https://dspace.mackenzie.br/,DSpace,Misto,Sempre,https://dspace.mackenzie.br/handle/10899/31336,,Não,OK,Sim,https://dspace.mackenzie.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,1,Busca no site da IES,2026-02-11,https://www.mackenzie.br/,,Ativo
BR-PRI-0005,Fundação Getulio Vargas,FGV,Fundação,Privada,RJ,Rio de Janeiro,https://portal.fgv.br/,Repositório Digital,https://repositorio.fgv.br/,DSpace,Misto,Sempre,https://repositorio.fgv.br/handle/10438/32844,,Não,OK,Sim,https://repositorio.fgv.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,1,Busca no site da IES,2026-02-11,https://portal.fgv.br/,,Ativo
BR-PRI-0006,Insper,Insper,Instituto,Privada,SP,São Paulo,https://www.insper.edu.br/,Repositório Institucional Insper,https://repositorio.insper.edu.br/,DSpace,Misto,Sempre,https://repositorio.insper.edu.br/handle/11224/3688,,Não,OK,Sim,https://repositorio.insper.edu.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,1,Busca no site da IES,2026-02-11,https://www.insper.edu.br/,,Ativo
BR-PRI-0007,Universidade Paulista,UNIP,Universidade,Privada,SP,São Paulo,https://www.unip.br/,Repositório Institucional UNIP,https://repositorio.unip.br/,DSpace,Misto,Sempre,https://repositorio.unip.br/handle/123456789/4144,,Não,OK,Indefinido,,Não,,Sim,Sim,NA,Sim,Sim,1,Busca no site da IES,2026-02-11,https://www.unip.br/,,Ativo
BR-PRI-0008,Universidade Estácio de Sá,Estácio,Universidade,Privada,RJ,Rio de Janeiro,https://estacio.br/,Portal de Periódicos Estácio (Repositório),https://portal.estacio.br/,OJS,Artigos,Sempre,https://portal.estacio.br/index.php/journal/article/view/123,,Não,OK,Indefinido,,Não,,Indefinido,Indefinido,NA,Indefinido,Indefinido,1,Busca no site da IES,2026-02-11,https://estacio.br/,,Ativo
BR-PRI-0009,Universidade Anhanguera,Anhanguera,Universidade,Privada,SP,Valinhos,https://www.anhanguera.com/,Repositório Cogna,https://repositorio.pgsscogna.com.br/,DSpace,Misto,Sempre,https://repositorio.pgsscogna.com.br/handle/123456789/2345,,Não,OK,Indefinido,,Não,,Indefinido,Indefinido,NA,Indefinido,Indefinido,1,Busca no site da IES,2026-02-11,https://www.anhanguera.com/,,Ativo
BR-PRI-0010,Universidade Católica de Brasília,UCB,Universidade,Privada,DF,Brasília,https://www.ucb.br/,Repositório Digital da UCB,https://repositorio.ucb.br/,DSpace,Misto,Sempre,https://repositorio.ucb.br/jspui/handle/123456789/13768,,Não,OK,Sim,https://repositorio.ucb.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,1,Busca no site da IES,2026-02-11,https://www.ucb.br/,,Ativo
BR-EST-0006,Universidade Estadual do Ceará,UECE,Universidade,Pública Estadual,CE,Fortaleza,https://www.uece.br/,Repositório Institucional da UECE,https://siduece.uece.br/,DSpace,Misto,Sempre,https://siduece.uece.br/rodeo/handle/123456789/276,,Não,OK,Sim,https://siduece.uece.br/rodeo/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://www.uece.br/,,Ativo
BR-EST-0007,Universidade Estadual do Maranhão,UEMA,Universidade,Pública Estadual,MA,São Luís,https://www.uema.br/,UEMA Repositório,https://repositorio.uema.br/,DSpace,Misto,Sempre,https://repositorio.uema.br/handle/123456789/123,,Não,OK,Sim,https://repositorio.uema.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://www.uema.br/,,Ativo
BR-EST-0008,Universidade do Estado do Pará,UEPA,Universidade,Pública Estadual,PA,Belém,https://www.uepa.br/,Repositório Institucional da UEPA,https://repositorio.uepa.br/,DSpace,Misto,Sempre,https://repositorio.uepa.br/jspui/handle/123456789/123,,Não,OK,Sim,https://repositorio.uepa.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://www.uepa.br/,,Ativo
BR-EST-0009,Universidade do Estado da Bahia,UNEB,Universidade,Pública Estadual,BA,Salvador,https://portal.uneb.br/,Saber Aberto,https://saberaberto.uneb.br/,DSpace,Misto,Sempre,https://saberaberto.uneb.br/handle/123456789/123,,Não,OK,Sim,https://saberaberto.uneb.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://portal.uneb.br/,,Ativo
BR-EST-0010,Universidade do Estado de Mato Grosso,UNEMAT,Universidade,Pública Estadual,MT,Cáceres,https://portal.unemat.br/,Repositório UNEMAT,https://repositorio.unemat.br/,DSpace,Misto,Sempre,https://repositorio.unemat.br/handle/123456789/1,,Não,OK,Sim,https://repositorio.unemat.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://portal.unemat.br/,,Ativo
BR-EST-0011,Universidade Estadual de Mato Grosso do Sul,UEMS,Universidade,Pública Estadual,MS,Dourados,https://www.uems.br/,Repositório Institucional UEMS,https://repositorio.uems.br/,DSpace,Misto,Sempre,https://repositorio.uems.br/handle/123456789/1,,Não,OK,Sim,https://repositorio.uems.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://www.uems.br/,,Ativo
BR-EST-0012,Universidade Estadual de Maringá,UEM,Universidade,Pública Estadual,PR,Maringá,https://www.uem.br/,Repositório Institucional da UEM,http://repositorio.uem.br/,DSpace,Misto,Sempre,http://repositorio.uem.br/jspui/handle/1/1,,Não,OK,Sim,http://repositorio.uem.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://www.uem.br/,,Ativo
BR-EST-0013,Universidade Estadual de Ponta Grossa,UEPG,Universidade,Pública Estadual,PR,Ponta Grossa,https://www.uepg.br/,Repositório Institucional UEPG,https://ri.uepg.br/,DSpace,Misto,Sempre,https://ri.uepg.br/ri/handle/123456789/1,,Não,OK,Sim,https://ri.uepg.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://www.uepg.br/,,Ativo
BR-EST-0014,Universidade Estadual do Oeste do Paraná,UNIOESTE,Universidade,Pública Estadual,PR,Cascavel,https://www.unioeste.br/,Biblioteca Digital UNIOESTE,https://tede.unioeste.br/,TEDE,Teses,Sempre,https://tede.unioeste.br/handle/tede/1,,Não,OK,Sim,https://tede.unioeste.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://www.unioeste.br/,,Ativo
BR-EST-0015,Universidade Estadual do Centro-Oeste,UNICENTRO,Universidade,Pública Estadual,PR,Guarapuava,https://www2.unicentro.br/,Repositório Institucional UNICENTRO,https://repositorio.unicentro.br/,DSpace,Misto,Sempre,https://repositorio.unicentro.br/jspui/handle/123456789/1,,Não,OK,Sim,https://repositorio.unicentro.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://www2.unicentro.br/,,Ativo
BR-EST-0016,Universidade Estadual de Feira de Santana,UEFS,Universidade,Pública Estadual,BA,Feira de Santana,https://www.uefs.br/,Repositório Institucional da UEFS,http://avalon.uefs.br/,DSpace,Misto,Sempre,http://avalon.uefs.br/handle/ri/1,,Não,OK,Sim,http://avalon.uefs.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://www.uefs.br/,,Ativo
BR-EST-0017,Universidade Estadual de Santa Cruz,UESC,Universidade,Pública Estadual,BA,Ilhéus,https://www.uesc.br/,Biblioteca Digital de Teses e Dissertações da UESC,http://www.biblioteca.uesc.br/biblioteca_digital/,Outro,Teses,Sempre,http://www.biblioteca.uesc.br/biblioteca_digital/,,Não,OK,Indefinido,,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://www.uesc.br/,,Ativo
BR-EST-0018,Universidade do Estado do Amazonas,UEA,Universidade,Pública Estadual,AM,Manaus,https://www1.uea.edu.br/,Repositório Institucional da UEA,https://repositorio.uea.edu.br/,DSpace,Misto,Sempre,https://repositorio.uea.edu.br/handle/riuea/1,,Não,OK,Sim,https://repositorio.uea.edu.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://www1.uea.edu.br/,,Ativo
BR-EST-0019,Universidade Estadual de Roraima,UERR,Universidade,Pública Estadual,RR,Boa Vista,https://www.uerr.edu.br/,Repositório Institucional UERR,https://repositorio.uerr.edu.br/,DSpace,Misto,Sempre,https://repositorio.uerr.edu.br/handle/123456789/1,,Não,OK,Sim,https://repositorio.uerr.edu.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://www.uerr.edu.br/,,Ativo
BR-PRI-0011,Pontifícia Universidade Católica de Campinas,PUC-Campinas,Universidade,Privada,SP,Campinas,https://www.puc-campinas.edu.br/,Repositório Institucional PUC-Campinas,https://repositorio.puc-campinas.edu.br/,DSpace,Misto,Sempre,https://repositorio.puc-campinas.edu.br/handle/123456789/1,,Não,OK,Sim,https://repositorio.puc-campinas.edu.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://www.puc-campinas.edu.br/,,Ativo
BR-PRI-0012,Pontifícia Universidade Católica de Minas Gerais,PUC-Minas,Universidade,Privada,MG,Belo Horizonte,https://www.pucminas.br/,Biblioteca Digital PUC Minas,https://biblioteca.pucminas.br/teses,DSpace,Teses,Sempre,https://biblioteca.pucminas.br/teses/handle/123456789/1,,Não,OK,Sim,https://biblioteca.pucminas.br/teses/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://www.pucminas.br/,,Ativo
BR-PRI-0013,Pontifícia Universidade Católica de Goiás,PUC-Goiás,Universidade,Privada,GO,Goiânia,https://www.pucgoias.edu.br/,Repositório Institucional PUC Goiás,https://repositorio.pucgoias.edu.br/,DSpace,Misto,Sempre,https://repositorio.pucgoias.edu.br/jspui/handle/123456789/1,,Não,OK,Sim,https://repositorio.pucgoias.edu.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://www.pucgoias.edu.br/,,Ativo
BR-PRI-0014,Pontifícia Universidade Católica do Paraná,PUCPR,Universidade,Privada,PR,Curitiba,https://www.pucpr.br/,Biblioteca Digital PUCPR,https://bibliotecadigital.pucpr.br/,DSpace,Misto,Sempre,https://bibliotecadigital.pucpr.br/handle/123456789/1,,Não,OK,Sim,https://bibliotecadigital.pucpr.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://www.pucpr.br/,,Ativo
BR-PRI-0015,Universidade de Fortaleza,Unifor,Universidade,Privada,CE,Fortaleza,https://www.unifor.br/,Biblioteca Digital de Teses e Dissertações,https://uol.unifor.br/btd/,Outro,Misto,Sempre,https://uol.unifor.br/btd/,,Não,OK,Indefinido,,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://www.unifor.br/,,Ativo
BR-PRI-0016,Unicesumar,Unicesumar,Centro Universitário,Privada,PR,Maringá,https://www.unicesumar.edu.br/,Repositório Digital Unicesumar,http://rdu.unicesumar.edu.br/,DSpace,Misto,Sempre,http://rdu.unicesumar.edu.br/handle/123456789/1,,Não,OK,Sim,http://rdu.unicesumar.edu.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://www.unicesumar.edu.br/,,Ativo
BR-PRI-0017,Unochapecó,Unochapecó,Universidade,Comunitária,SC,Chapecó,https://www.unochapeco.edu.br/,Repositório Institucional Unochapecó,https://rd.unochapeco.edu.br/,DSpace,Misto,Sempre,https://rd.unochapeco.edu.br/handle/123456789/1,,Não,OK,Sim,https://rd.unochapeco.edu.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://www.unochapeco.edu.br/,,Ativo
BR-PRI-0018,Universidade do Vale do Taquari,Univates,Universidade,Comunitária,RS,Lajeado,https://www.univates.br/,Biblioteca Digital Univates,https://www.univates.br/bdu/,DSpace,Misto,Sempre,https://www.univates.br/bdu/handle/10737/1,,Não,OK,Sim,https://www.univates.br/bdu/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://www.univates.br/,,Ativo
BR-PRI-0019,Universidade Feevale,Feevale,Universidade,Comunitária,RS,Novo Hamburgo,https://www.feevale.br/,Repositório Institucional Feevale,https://biblioteca.feevale.br/RI/,DSpace,Misto,Sempre,https://biblioteca.feevale.br/RI/Handle/123456789/1,,Não,OK,Sim,https://biblioteca.feevale.br/RI/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://www.feevale.br/,,Ativo
