repo_id,ies_nome,ies_sigla,ies_tipo,ies_categoria,ies_uf,ies_cidade,ies_site_principal,repo_nome,repo_url_home,repo_plataforma,repo_tipo_conteudo,texto_completo_oa,evidencia_oa_url,politica_acesso_url,restricao_login,indexacao_robos,oai_pmh_disponivel,oai_pmh_endpoint,oai_pmh_verificado,outros_endpoints,aparece_oasisbr,aparece_bdtd,aparece_scielo,aparece_opendoar,aparece_roar,camada_metodo,metodo_descoberta,data_verificacao,evidencias_urls,observacoes,status_repo
BR-EST-0010,Universidade do Estado de Mato Grosso,UNEMAT,Universidade,Pública Estadual,MT,Cáceres,https://portal.unemat.br/,Repositório UNEMAT,https://repositorio.unemat.br/,DSpace,Misto,Sempre,https://repositorio.unemat.br/handle/123456789/1,,Não,OK,Sim,https://repositorio.unemat.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://portal.unemat.br/,,Ativo
BR-EST-0011,Universidade Estadual de Mato Grosso do Sul,UEMS,Universidade,Pública Estadual,MS,Dourados,https://www.uems.br/,Repositório Institucional UEMS,https://repositorio.uems.br/,DSpace,Misto,Sempre,https://repositorio.uems.br/handle/123456789/1,,Não,OK,Sim,https://repositorio.uems.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://www.uems.br/,,Ativo
BR-EST-0012,Universidade Estadual de Maringá,UEM,Universidade,Pública Estadual,PR,Maringá,https://www.uem.br/,Repositório Institucional da UEM,http://repositorio.uem.br/,DSpace,Misto,Sempre,http://repositorio.uem.br/jspui/handle/1/1,,Não,OK,Sim,http://repositorio.uem.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://www.uem.br/,,Ativo
BR-EST-0013,Universidade Estadual de Ponta Grossa,UEPG,Universidade,Pública Estadual,PR,Ponta Grossa,https://www.uepg.br/,Repositório Institucional UEPG,https://ri.uepg.br/,DSpace,Misto,Sempre,https://ri.uepg.br/ri/handle/123456789/1,,Não,OK,Sim,https://ri.uepg.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://www.uepg.br/,,Ativo
BR-EST-0014,Universidade Estadual do Oeste do Paraná,UNIOESTE,Universidade,Pública Estadual,PR,Cascavel,https://www.unioeste.br/,Biblioteca Digital UNIOESTE,https://tede.unioeste.br/,TEDE,Teses,Sempre,https://tede.unioeste.br/handle/tede/1,,Não,OK,Sim,https://tede.unioeste.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://www.unioeste.br/,,Ativo
BR-EST-0015,Universidade Estadual do Centro-Oeste,UNICENTRO,Universidade,Pública Estadual,PR,Guarapuava,https://www2.unicentro.br/,Repositório Institucional UNICENTRO,https://repositorio.unicentro.br/,DSpace,Misto,Sempre,https://repositorio.unicentro.br/jspui/handle/123456789/1,,Não,OK,Sim,https://repositorio.unicentro.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://www2.unicentro.br/,,Ativo
BR-EST-0016,Universidade Estadual de Feira de Santana,UEFS,Universidade,Pública Estadual,BA,Feira de Santana,https://www.uefs.br/,Repositório Institucional da UEFS,http://avalon.uefs.br/,DSpace,Misto,Sempre,http://avalon.uefs.br/handle/ri/1,,Não,OK,Sim,http://avalon.uefs.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://www.uefs.br/,,Ativo
BR-EST-0017,Universidade Estadual de Santa Cruz,UESC,Universidade,Pública Estadual,BA,Ilhéus,https://www.uesc.br/,Biblioteca Digital de Teses e Dissertações da UESC,http://www.biblioteca.uesc.br/biblioteca_digital/,Outro,Teses,Sempre,http://www.biblioteca.uesc.br/biblioteca_digital/,,Não,OK,Indefinido,,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://www.uesc.br/,,Ativo
BR-EST-0018,Universidade do Estado do Amazonas,UEA,Universidade,Pública Estadual,AM,Manaus,https://www1.uea.edu.br/,Repositório Institucional da UEA,https://repositorio.uea.edu.br/,DSpace,Misto,Sempre,https://repositorio.uea.edu.br/handle/riuea/1,,Não,OK,Sim,https://repositorio.uea.edu.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://www1.uea.edu.br/,,Ativo
BR-EST-0019,Universidade Estadual de Roraima,UERR,Universidade,Pública Estadual,RR,Boa Vista,https://www.uerr.edu.br/,Repositório Institucional UERR,https://repositorio.uerr.edu.br/,DSpace,Misto,Sempre,https://repositorio.uerr.edu.br/handle/123456789/1,,Não,OK,Sim,https://repositorio.uerr.edu.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://www.uerr.edu.br/,,Ativo
BR-FED-0001,Universidade Federal da Bahia,UFBA,Universidade,Pública Federal,BA,Salvador,https://www.ufba.br/,Repositório Institucional da UFBA,https://repositorio.ufba.br/,DSpace,Misto,Sempre,https://repositorio.ufba.br/handle/ri/36884,,Não,OK,Sim,https://repositorio.ufba.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca no site da IES,2026-02-11,https://ufba.br/,,Ativo
BR-FED-0002,Universidade Federal Fluminense,UFF,Universidade,Pública Federal,RJ,Niterói,https://www.uff.br/,Repositório Institucional da UFF,https://app.uff.br/riuff/,DSpace,Misto,Sempre,https://app.uff.br/riuff/handle/1/15720,,Não,OK,Sim,https://app.uff.br/riuff/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca no site da IES,2026-02-11,https://www.uff.br/,,Ativo
BR-FED-0003,Universidade Federal de Santa Catarina,UFSC,Universidade,Pública Federal,SC,Florianópolis,https://ufsc.br/,Repositório Institucional da UFSC,https://repositorio.ufsc.br/,DSpace,Misto,Sempre,https://repositorio.ufsc.br/handle/123456789/253965,,Não,OK,Sim,https://repositorio.ufsc.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca no site da IES,2026-02-11,https://ufsc.br/,,Ativo
BR-FED-0004,Universidade Federal do Ceará,UFC,Universidade,Pública Federal,CE,Fortaleza,https://www.ufc.br/,Repositório Institucional da UFC,https://repositorio.ufc.br/,DSpace,Misto,Sempre,https://repositorio.ufc.br/handle/riufc/71363,,Não,OK,Sim,https://repositorio.ufc.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,3,Busca no site da IES,2026-02-11,https://www.ufc.br/,,Ativo
BR-FED-0005,Universidade de Brasília,UnB,Universidade,Pública Federal,DF,Brasília,https://www.unb.br/,Repositório Institucional da UnB,https://repositorio.unb.br/,DSpace,Misto,Sempre,https://repositorio.unb.br/handle/10482/47464,,Não,OK,Sim,https://repositorio.unb.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca no site da IES,2026-02-11,https://www.unb.br/,,Ativo
BR-FED-0006,Universidade Federal de Sergipe,UFS,Universidade,Pública Federal,SE,São Cristóvão,https://www.ufs.br/,Repositório Institucional da UFS,https://ri.ufs.br/,DSpace,Misto,Sempre,https://ri.ufs.br/handle/riufs/16323,,Não,OK,Sim,https://ri.ufs.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca no site da IES,2026-02-11,https://www.ufs.br/,,Ativo
BR-FED-0007,Universidade Federal do Pará,UFPA,Universidade,Pública Federal,PA,Belém,https://portal.ufpa.br/,Repositório Institucional da UFPA,https://repositorio.ufpa.br/,DSpace,Misto,Sempre,https://repositorio.ufpa.br/jspui/handle/2011/14981,,Não,OK,Sim,https://repositorio.ufpa.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca no site da IES,2026-02-11,https://portal.ufpa.br/,,Ativo
BR-FED-0008,Universidade Federal do Tocantins,UFT,Universidade,Pública Federal,TO,Palmas,https://ww2.uft.edu.br/,Repositório Institucional da UFT,http://repositorio.uft.edu.br/,DSpace,Misto,Sempre,http://repositorio.uft.edu.br/handle/11612/1,,Não,OK,Sim,http://repositorio.uft.edu.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca no site da IES,2026-02-11,https://ww2.uft.edu.br/,,Ativo
BR-FED-0009,Universidade Federal do Espírito Santo,UFES,Universidade,Pública Federal,ES,Vitória,https://www.ufes.br/,Repositório Institucional da UFES,https://repositorio.ufes.br/,DSpace,Misto,Sempre,https://repositorio.ufes.br/handle/10/12345,,Não,OK,Sim,https://repositorio.ufes.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca no site da IES,2026-02-11,https://www.ufes.br/,,Ativo
BR-FED-0010,Universidade Federal de Uberlândia,UFU,Universidade,Pública Federal,MG,Uberlândia,https://ufu.br/,Repositório Institucional da UFU,https://repositorio.ufu.br/,DSpace,Misto,Sempre,https://repositorio.ufu.br/handle/123456789/36521,,Não,OK,Sim,https://repositorio.ufu.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca no site da IES,2026-02-11,https://ufu.br/,,Ativo
BR-FED-0011,Universidade Federal da Paraíba,UFPB,Universidade,Pública Federal,PB,João Pessoa,https://www.ufpb.br/,Repositório Institucional da UFPB,https://repositorio.ufpb.br/,DSpace,Misto,Sempre,https://repositorio.ufpb.br/jspui/handle/123456789/22818,,Não,OK,Sim,https://repositorio.ufpb.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca no site da IES,2026-02-11,https://www.ufpb.br/,,Ativo
BR-FED-0012,Universidade Federal de Goiás,UFG,Universidade,Pública Federal,GO,Goiânia,https://ufg.br/,Repositório Institucional da UFG,https://repositorio.bc.ufg.br/,DSpace,Misto,Sempre,https://repositorio.bc.ufg.br/tede/handle/tede/12345,,Não,OK,Sim,https://repositorio.bc.ufg.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca no site da IES,2026-02-11,https://ufg.br/,,Ativo
BR-FED-0013,Universidade Federal de Minas Gerais,UFMG,Universidade,Pública Federal,MG,Belo Horizonte,https://ufmg.br/,Repositório Institucional da UFMG,https://repositorio.ufmg.br/,DSpace,Misto,Sempre,https://repositorio.ufmg.br/handle/1843/BUOS-9A7P4Z,,Não,OK,Sim,https://repositorio.ufmg.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca no site da IES,2026-02-11,https://ufmg.br/,,Ativo
BR-FED-0014,Universidade Federal do Piauí,UFPI,Universidade,Pública Federal,PI,Teresina,https://ufpi.br/,Repositório Institucional da UFPI,https://repositorio.ufpi.br/,DSpace,Misto,Sempre,https://repositorio.ufpi.br/xmlui/handle/123456789/62254,,Não,OK,Sim,https://repositorio.ufpi.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,3,Busca no site da IES,2026-02-11,https://ufpi.br/,,Ativo
BR-FED-0015,Universidade Federal do Rio Grande do Sul,UFRGS,Universidade,Pública Federal,RS,Porto Alegre,http://www.ufrgs.br/,LUME - Repositório Digital da UFRGS,https://lume.ufrgs.br/,DSpace,Misto,Sempre,https://lume.ufrgs.br/handle/10183/267868,,Não,OK,Sim,https://lume.ufrgs.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca no site da IES,2026-02-11,http://www.ufrgs.br/,,Ativo
BR-FED-0016,Universidade Federal do Rio Grande,FURG,Universidade,Pública Federal,RS,Rio Grande,https://www.furg.br/,Repositório Institucional da FURG,https://repositorio.furg.br/,DSpace,Misto,Sempre,https://repositorio.furg.br/handle/1/10530,,Não,OK,Sim,https://repositorio.furg.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca no site da IES,2026-02-11,https://www.furg.br/,,Ativo
BR-FED-0017,Universidade Federal da Integração Latino-Americana,UNILA,Universidade,Pública Federal,PR,Foz do Iguaçu,https://portal.unila.edu.br/,Repositório Institucional da UNILA,https://dspace.unila.edu.br/,DSpace,Misto,Sempre,https://dspace.unila.edu.br/handle/123456789/6526,,Não,OK,Sim,https://dspace.unila.edu.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca no site da IES,2026-02-11,https://portal.unila.edu.br/,,Ativo
BR-FED-0018,Universidade Federal de Lavras,UFLA,Universidade,Pública Federal,MG,Lavras,https://ufla.br/,Repositório Institucional da UFLA,https://repositorio.ufla.br/,DSpace,Misto,Sempre,https://repositorio.ufla.br/handle/1/52780,,Não,OK,Sim,https://repositorio.ufla.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca no site da IES,2026-02-11,https://ufla.br/,,Ativo
BR-FED-0019,Universidade Federal de Ouro Preto,UFOP,Universidade,Pública Federal,MG,Ouro Preto,https://ufop.br/,Repositório Institucional da UFOP,https://www.repositorio.ufop.br/,DSpace,Misto,Sempre,https://www.repositorio.ufop.br/handle/123456789/15136,,Não,OK,Sim,https://www.repositorio.ufop.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca no site da IES,2026-02-11,https://ufop.br/,,Ativo
BR-FED-0020,Universidade Federal de Pelotas,UFPel,Universidade,Pública Federal,RS,Pelotas,https://portal.ufpel.edu.br/,Guaiaca - Repositório Institucional,https://guaiaca.ufpel.edu.br/,DSpace,Misto,Sempre,https://guaiaca.ufpel.edu.br/handle/prefix/6215,,Não,OK,Sim,https://guaiaca.ufpel.edu.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca no site da IES,2026-02-11,https://portal.ufpel.edu.br/,,Ativo
BR-FED-0021,Universidade Federal de Pernambuco,UFPE,Universidade,Pública Federal,PE,Recife,https://www.ufpe.br/,Repositório Institucional da UFPE,https://repositorio.ufpe.br/,DSpace,Misto,Sempre,https://repositorio.ufpe.br/handle/123456789/54433,,Não,OK,Sim,https://repositorio.ufpe.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca no site da IES,2026-02-11,https://www.ufpe.br/,,Ativo
BR-FED-0022,Universidade Federal de São Paulo,UNIFESP,Universidade,Pública Federal,SP,São Paulo,https://www.unifesp.br/,Repositório Institucional da Unifesp,https://repositorio.unifesp.br/,DSpace,Misto,Sempre,https://repositorio.unifesp.br/handle/11600/66522,,Não,OK,Sim,https://repositorio.unifesp.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,3,Busca no site da IES,2026-02-11,https://www.unifesp.br/,,Ativo
BR-FED-0023,Universidade Federal de São Carlos,UFSCar,Universidade,Pública Federal,SP,São Carlos,https://www.ufscar.br/,Repositório Institucional da UFSCar,https://repositorio.ufscar.br/,DSpace,Misto,Sempre,https://repositorio.ufscar.br/handle/ufscar/18972,,Não,OK,Sim,https://repositorio.ufscar.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca no site da IES,2026-02-11,https://www.ufscar.br/,,Ativo
BR-FED-0024,Universidade Federal do Rio Grande do Norte,UFRN,Universidade,Pública Federal,RN,Natal,https://ufrn.br/,Repositório Institucional da UFRN,https://repositorio.ufrn.br/,DSpace,Misto,Sempre,https://repositorio.ufrn.br/handle/123456789/59807,,Não,OK,Sim,https://repositorio.ufrn.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca no site da IES,2026-02-11,https://ufrn.br/,,Ativo
BR-FED-0025,Instituto Federal do Rio Grande do Norte,IFRN,Instituto Federal,Pública Federal,RN,Natal,https://portal.ifrn.edu.br/,Memoria - Repositório Institucional,http://memoria.ifrn.edu.br/,DSpace,Misto,Sempre,http://memoria.ifrn.edu.br/handle/1044/1,,Não,OK,Sim,http://memoria.ifrn.edu.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://portal.ifrn.edu.br/,,Ativo
BR-FED-0026,Instituto Federal da Paraíba,IFPB,Instituto Federal,Pública Federal,PB,João Pessoa,https://www.ifpb.edu.br/,Repositório Digital do IFPB,https://repositorio.ifpb.edu.br/,DSpace,Misto,Sempre,https://repositorio.ifpb.edu.br/handle/177683/1,,Não,OK,Sim,https://repositorio.ifpb.edu.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://www.ifpb.edu.br/,,Ativo
BR-FED-0027,Instituto Federal do Ceará,IFCE,Instituto Federal,Pública Federal,CE,Fortaleza,https://ifce.edu.br/,Repositório Institucional IFCE,https://repositorio.ifce.edu.br/,DSpace,Misto,Sempre,https://repositorio.ifce.edu.br/handle/123456789/1,,Não,OK,Sim,https://repositorio.ifce.edu.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://ifce.edu.br/,,Ativo
BR-FED-0028,Instituto Federal do Rio Grande do Sul,IFRS,Instituto Federal,Pública Federal,RS,Bento Gonçalves,https://ifrs.edu.br/,Repositório Institucional IFRS,https://dspace.ifrs.edu.br/,DSpace,Misto,Sempre,https://dspace.ifrs.edu.br/xmlui/handle/123456789/1,,Não,OK,Sim,https://dspace.ifrs.edu.br/xmlui/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://ifrs.edu.br/,,Ativo
BR-FED-0029,Instituto Federal de Santa Catarina,IFSC,Instituto Federal,Pública Federal,SC,Florianópolis,https://www.ifsc.edu.br/,Repositório Institucional IFSC,https://repositorio.ifsc.edu.br/,DSpace,Misto,Sempre,https://repositorio.ifsc.edu.br/handle/123456789/1,,Não,OK,Sim,https://repositorio.ifsc.edu.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://www.ifsc.edu.br/,,Ativo
BR-FED-0030,Universidade Federal Rural do Semi-Árido,UFERSA,Universidade,Pública Federal,RN,Mossoró,https://ufersa.edu.br/,Repositório Institucional da UFERSA,https://repositorio.ufersa.edu.br/,DSpace,Misto,Sempre,https://repositorio.ufersa.edu.br/handle/123456789/1,,Não,OK,Sim,https://repositorio.ufersa.edu.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,3,Busca Específica,2026-02-19,https://ufersa.edu.br/,,Ativo
BR-FED-0033,Universidade Federal de Campina Grande,UFCG,Universidade,Pública Federal,PB,Campina Grande,https://portal.ufcg.edu.br/,Biblioteca Digital de Teses e Dissertações,https://dspace.sti.ufcg.edu.br/,DSpace,Misto,Sempre,,,Não,OK,Sim,https://dspace.sti.ufcg.edu.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,3,Busca Específica,2026-02-19,https://portal.ufcg.edu.br/,,Ativo
BR-PRI-0001,Pontifícia Universidade Católica de São Paulo,PUC-SP,Universidade,Privada,SP,São Paulo,https://www.pucsp.br/,Repositório da PUCSP,https://repositorio.pucsp.br/,DSpace,Misto,Sempre,https://repositorio.pucsp.br/handle/handle/24434,,Não,OK,Sim,https://repositorio.pucsp.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca no site da IES,2026-02-11,https://www.pucsp.br/,,Ativo
BR-PRI-0002,Pontifícia Universidade Católica do Rio Grande do Sul,PUCRS,Universidade,Privada,RS,Porto Alegre,https://www.pucrs.br/,Repositório Institucional da PUCRS,https://repositorio.pucrs.br/,DSpace,Misto,Sempre,https://repositorio.pucrs.br/dspace/handle/10923/24059,,Não,OK,Sim,https://repositorio.pucrs.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca no site da IES,2026-02-11,https://www.pucrs.br/,,Ativo
BR-PRI-0003,Universidade do Vale do Rio dos Sinos,UNISINOS,Universidade,Privada,RS,São Leopoldo,https://www.unisinos.br/,Repositório Digital da Biblioteca da Unisinos,http://www.repositorio.jesuita.org.br/,DSpace,Misto,Sempre,http://www.repositorio.jesuita.org.br/handle/UNISINOS/12345,,Não,OK,Sim,http://www.repositorio.jesuita.org.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca no site da IES,2026-02-11,https://www.unisinos.br/,,Ativo
BR-PRI-0004,Universidade Presbiteriana Mackenzie,Mackenzie,Universidade,Privada,SP,São Paulo,https://www.mackenzie.br/,DSpace Mackenzie,https://dspace.mackenzie.br/,DSpace,Misto,Sempre,https://dspace.mackenzie.br/handle/10899/31336,,Não,OK,Sim,https://dspace.mackenzie.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca no site da IES,2026-02-11,https://www.mackenzie.br/,,Ativo
BR-PRI-0005,Fundação Getulio Vargas,FGV,Fundação,Privada,RJ,Rio de Janeiro,https://portal.fgv.br/,Repositório Digital,https://repositorio.fgv.br/,DSpace,Misto,Sempre,https://repositorio.fgv.br/handle/10438/32844,,Não,OK,Sim,https://repositorio.fgv.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca no site da IES,2026-02-11,https://portal.fgv.br/,,Ativo
BR-PRI-0006,Insper,Insper,Instituto,Privada,SP,São Paulo,https://www.insper.edu.br/,Repositório Institucional Insper,https://repositorio.insper.edu.br/,DSpace,Misto,Sempre,https://repositorio.insper.edu.br/handle/11224/3688,,Não,OK,Sim,https://repositorio.insper.edu.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca no site da IES,2026-02-11,https://www.insper.edu.br/,,Ativo
BR-PRI-0007,Universidade Paulista,UNIP,Universidade,Privada,SP,São Paulo,https://www.unip.br/,Repositório Institucional UNIP,https://repositorio.unip.br/,DSpace,Misto,Sempre,https://repositorio.unip.br/handle/123456789/4144,,Não,OK,Indefinido,,Não,,Sim,Sim,NA,Sim,Sim,2,Busca no site da IES,2026-02-11,https://www.unip.br/,,Ativo
BR-PRI-0008,Universidade Estácio de Sá,Estácio,Universidade,Privada,RJ,Rio de Janeiro,https://estacio.br/,Portal de Periódicos Estácio (Repositório),https://portal.estacio.br/,OJS,Artigos,Sempre,https://portal.estacio.br/index.php/journal/article/view/123,,Não,OK,Indefinido,,Não,,Indefinido,Indefinido,NA,Indefinido,Indefinido,2,Busca no site da IES,2026-02-11,https://estacio.br/,,Ativo
BR-PRI-0009,Universidade Anhanguera,Anhanguera,Universidade,Privada,SP,Valinhos,https://www.anhanguera.com/,Repositório Cogna,https://repositorio.pgsscogna.com.br/,DSpace,Misto,Sempre,https://repositorio.pgsscogna.com.br/handle/123456789/2345,,Não,OK,Indefinido,,Não,,Indefinido,Indefinido,NA,Indefinido,Indefinido,2,Busca no site da IES,2026-02-11,https://www.anhanguera.com/,,Ativo
BR-PRI-0010,Universidade Católica de Brasília,UCB,Universidade,Privada,DF,Brasília,https://www.ucb.br/,Repositório Digital da UCB,https://repositorio.ucb.br/,DSpace,Misto,Sempre,https://repositorio.ucb.br/jspui/handle/123456789/13768,,Não,OK,Sim,https://repositorio.ucb.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca no site da IES,2026-02-11,https://www.ucb.br/,,Ativo
BR-PRI-0011,Pontifícia Universidade Católica de Campinas,PUC-Campinas,Universidade,Privada,SP,Campinas,https://www.puc-campinas.edu.br/,Repositório Institucional PUC-Campinas,https://repositorio.puc-campinas.edu.br/,DSpace,Misto,Sempre,https://repositorio.puc-campinas.edu.br/handle/123456789/1,,Não,OK,Sim,https://repositorio.puc-campinas.edu.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://www.puc-campinas.edu.br/,,Ativo
